Date,Mag7_Beta_Contribution,Other_Beta_Contribution,Total_Market_Beta
2018-09-18,0.8842859002716982,0.11349543148395119,0.9977813317556494
2018-09-19,0.882374413181616,0.11454701080265195,0.996921423984268
2018-09-20,0.8882893525536939,0.10909695098404842,0.9973863035377424
2018-09-21,0.8896151723548839,0.10637121330598007,0.995986385660864
2018-09-24,0.8935035342761019,0.10157226916473089,0.9950758034408327
2018-09-25,0.8943700652259726,0.10211589433607202,0.9964859595620447
2018-09-26,0.8934016742888407,0.10328726123803172,0.9966889355268724
2018-09-27,0.8983943096489324,0.10033694019974648,0.9987312498486789
2018-09-28,0.897954657942704,0.09783458640200704,0.995789244344711
2018-10-01,0.899271180782309,0.09591945271738461,0.9951906334996936
2018-10-02,0.8974803016300706,0.09472808899447648,0.9922083906245471
2018-10-03,0.8983306420876175,0.09424057529752264,0.9925712173851401
2018-10-04,0.9017899804542063,0.08690737061947017,0.9886973510736765
2018-10-05,0.9009927521011535,0.08679479313135088,0.9877875452325043
2018-10-08,0.9014077337737018,0.085457053284542,0.9868647870582438
2018-10-09,0.903786171052726,0.08349154546532583,0.9872777165180517
2018-10-10,0.8976885715385811,0.08794586352031314,0.9856344350588941
2018-10-11,0.897327040407395,0.09043767319015103,0.987764713597546
2018-10-12,0.9027542766500195,0.08824337523666317,0.9909976518866827
2018-10-15,0.8981738038802327,0.09086854819431753,0.9890423520745503
2018-10-16,0.8967848978240225,0.09450644012174056,0.9912913379457631
2018-10-17,0.894575491135,0.09535029438128831,0.9899257855162883
2018-10-18,0.8894876324184166,0.09717896989082446,0.986666602309241
2018-10-19,0.8884134847967403,0.09735766832078323,0.9857711531175235
2018-10-22,0.89059172474361,0.09637493167376038,0.9869666564173705
2018-10-23,0.890277589723446,0.09627151486231,0.986549104585756
2018-10-24,0.8904334253787043,0.09589821160135525,0.9863316369800595
2018-10-25,0.8969960486183487,0.0952989931026064,0.9922950417209551
2018-10-26,0.8916505600678033,0.09655178606503413,0.9882023461328374
2018-10-29,0.8864666746347912,0.09520375726620772,0.981670431900999
2018-10-30,0.8853585783023886,0.09540657011043555,0.9807651484128241
2018-10-31,0.8901737835090984,0.09536042541856923,0.9855342089276676
2018-11-01,0.8929311434655745,0.09528243122972699,0.9882135746953015
2018-11-02,0.8939676243905038,0.09601808293727224,0.989985707327776
2018-11-05,0.8907756350632824,0.09627104858127444,0.9870466836445568
2018-11-06,0.8921906875241516,0.09546349783918234,0.987654185363334
2018-11-07,0.8977479268354469,0.09481413202271315,0.9925620588581601
2018-11-08,0.8957648349077275,0.09552013155720326,0.9912849664649308
2018-11-09,0.8933072182211841,0.09604572926577264,0.9893529474869567
2018-11-12,0.888905541410602,0.09699291337826502,0.985898454788867
2018-11-13,0.8893629172206119,0.09715487372976989,0.9865177909503817
2018-11-14,0.8880730647624532,0.09780814840825512,0.9858812131707083
2018-11-15,0.8875434207726325,0.0987746908212821,0.9863181115939146
2018-11-16,0.8823799021462758,0.09890302502725515,0.9812829271735309
2018-11-19,0.8776943202379786,0.09683818649835889,0.9745325067363374
2018-11-20,0.8774395692808283,0.09858270642940727,0.9760222757102356
2018-11-21,0.8825712275421632,0.09729504677788423,0.9798662743200475
2018-11-23,0.8815183061893258,0.09763080225807723,0.979149108447403
2018-11-26,0.8893434278786181,0.09559264717024098,0.984936075048859
2018-11-27,0.8886860606225085,0.09498991025547007,0.9836759708779786
2018-11-28,0.8923124925954317,0.09628703090760446,0.9885995235030361
2018-11-29,0.8932969497408944,0.09559054510010834,0.9888874948410027
2018-11-30,0.8929094391031606,0.09648874636458629,0.9893981854677468
2018-12-03,0.8992454687549137,0.09547334495892318,0.994718813713837
2018-12-04,0.8917162144852356,0.09818634951975803,0.9899025640049937
2018-12-06,0.8949593893787697,0.09780240516781366,0.9927617945465834
2018-12-07,0.8897892756091991,0.09905435571354651,0.9888436313227456
2018-12-10,0.8939715475520765,0.09685056632215033,0.9908221138742268
2018-12-11,0.8942124724293011,0.09617033275705847,0.9903828051863596
2018-12-12,0.8950660347915198,0.09615425283051429,0.9912202876220341
2018-12-13,0.894205461558777,0.09633318798219062,0.9905386495409676
2018-12-14,0.8897954300427979,0.10475814086142377,0.9945535709042217
2018-12-17,0.8853175428579892,0.10724433421170992,0.9925618770696991
2018-12-18,0.8881473347153243,0.10631081165149589,0.9944581463668202
2018-12-19,0.8838429160913458,0.10842609708540535,0.9922690131767511
2018-12-20,0.8812723921293625,0.10886183234019983,0.9901342244695623
2018-12-21,0.8752279266536397,0.11030294777562274,0.9855308744292625
2018-12-24,0.874436763225275,0.11294605830863849,0.9873828215339134
2018-12-26,0.8789178081361833,0.11480604241612018,0.9937238505523034
2018-12-27,0.8764651034491188,0.11577267544531983,0.9922377788944385
2018-12-28,0.8786615761120566,0.11492071932426835,0.993582295436325
2018-12-31,0.8787035299483037,0.11525299164665238,0.9939565215949561
2019-01-02,0.8815300116074992,0.11512722081000912,0.9966572324175084
2019-01-03,0.879097119684544,0.11708632145394528,0.9961834411384892
2019-01-04,0.8816345290846223,0.11722379223855703,0.9988583213231793
2019-01-07,0.886024320247939,0.116772434070426,1.002796754318365
2019-01-08,0.8871635256378314,0.11579073432539752,1.0029542599632288
2019-01-09,0.8886157076216363,0.11517366807242849,1.0037893756940648
2019-01-10,0.8880398393936185,0.11544591110872518,1.0034857505023438
2019-01-11,0.8872563937062539,0.11584392725827358,1.0031003209645275
2019-01-14,0.8855670014678653,0.11660942657880802,1.0021764280466732
2019-01-15,0.8908379072808659,0.11360068330092585,1.0044385905817916
2019-01-16,0.8924676845503056,0.11267844359294756,1.0051461281432532
2019-01-17,0.8928210745828978,0.1123586051259702,1.0051796797088681
2019-01-18,0.891337939613552,0.11294627645885785,1.00428421607241
2019-01-22,0.8871999457593513,0.11443205796103478,1.001632003720386
2019-01-23,0.8885303330994156,0.11368158213295862,1.0022119152323743
2019-01-24,0.8911858642724385,0.11314038098001891,1.0043262452524575
2019-01-25,0.8919669803501592,0.1125517798870112,1.0045187602371703
2019-01-28,0.886316224223995,0.11511651700264708,1.0014327412266422
2019-01-29,0.8815663464676206,0.11632637174651635,0.9978927182141369
2019-01-30,0.8904008493604896,0.11182925012989889,1.0022300994903885
2019-01-31,0.8963717023241504,0.1082377421418266,1.004609444465977
2019-02-01,0.8881674758738196,0.11081122605050123,0.9989787019243208
2019-02-04,0.8904414057760325,0.1098328968718937,1.0002743026479262
2019-02-05,0.8934265740414647,0.10846494852030837,1.001891522561773
2019-02-06,0.8923212381417341,0.10899204639219079,1.001313284533925
2019-02-07,0.8907328002532915,0.10972354910820531,1.0004563493614969
2019-02-08,0.8891803825292169,0.1099893081944516,0.9991696907236686
2019-02-11,0.8892313713311881,0.11021826432885723,0.9994496356600453
2019-02-12,0.8905971518120746,0.11026584536021314,1.0008629971722878
2019-02-13,0.8896954614417298,0.1110225592307747,1.0007180206725046
2019-02-14,0.8892097169574085,0.11105476474376683,1.0002644817011752
2019-02-15,0.8842944891833353,0.11318370675628295,0.9974781959396183
2019-02-19,0.8867296149614197,0.11231395354096868,0.9990435685023884
2019-02-20,0.8857635362476902,0.11279215486525604,0.9985556911129463
2019-02-21,0.8862396774528271,0.11254057897961015,0.9987802564324372
2019-02-22,0.8870878548413583,0.11218343349823919,0.9992712883395976
2019-02-25,0.8868961766618316,0.11218439831905673,0.9990805749808883
2019-02-26,0.8873519009331393,0.11206994085944161,0.9994218417925809
2019-02-27,0.8877480431568909,0.11187795481077595,0.9996259979676669
2019-02-28,0.887074196391904,0.11221669991336107,0.999290896305265
2019-03-01,0.8885197320252716,0.11214901617272686,1.0006687481979983
2019-03-04,0.8912597235542806,0.11110655262330602,1.0023662761775867
2019-03-05,0.8909487321109762,0.11105546284286963,1.0020041949538459
2019-03-06,0.8889418887538997,0.11143856616791004,1.0003804549218098
2019-03-07,0.8861830268566834,0.11227743064541479,0.9984604575020981
2019-03-08,0.885563340364585,0.1125611197232055,0.9981244600877904
2019-03-11,0.8891416541350973,0.11189675366490634,1.0010384078000036
2019-03-12,0.8894416841636116,0.11175290210222585,1.0011945862658373
2019-03-13,0.8909224106676936,0.11131706167416638,1.00223947234186
2019-03-14,0.8901870855260056,0.1120309133466239,1.0022179988726294
2019-03-15,0.8918153214987758,0.11212827346700557,1.0039435949657813
2019-03-18,0.8943222333287493,0.11142073919854958,1.0057429725272988
2019-03-19,0.8958066190391349,0.11096519477939215,1.006771813818527
2019-03-20,0.9007548214045101,0.10910177660786022,1.0098565980123704
2019-03-21,0.9047402570800461,0.10713779873498214,1.0118780558150282
2019-03-22,0.902177557197639,0.10821326552600383,1.010390822723643
2019-03-25,0.902971519961258,0.10775790440543975,1.0107294243666978
2019-03-26,0.9008832081377518,0.10919420573397084,1.0100774138717226
2019-03-27,0.8998736340162697,0.10962569817531938,1.009499332191589
2019-03-28,0.8993754394091515,0.11016325666512206,1.0095386960742736
2019-03-29,0.8990670379585464,0.11036831401475787,1.0094353519733041
2019-04-01,0.8995693900447148,0.11067257677441356,1.0102419668191285
2019-04-02,0.9004447621397388,0.10998344247749248,1.0104282046172313
2019-04-03,0.9017816125860991,0.10952664693773344,1.0113082595238325
2019-04-04,0.902625372368538,0.10927123396072083,1.011896606329259
2019-04-05,0.9040809526964637,0.10880867480863825,1.012889627505102
2019-04-08,0.9046042212302995,0.10915753933197068,1.0137617605622702
2019-04-09,0.9042459368451645,0.10920741537777515,1.0134533522229396
2019-04-10,0.9048079883633454,0.10911508580935791,1.0139230741727032
2019-04-11,0.9041959813930476,0.10938301288445314,1.0135789942775006
2019-04-12,0.900746521430394,0.11110610852508343,1.0118526299554775
2019-04-15,0.9020815100603741,0.10993110538313319,1.0120126154435072
2019-04-16,0.9018471883480327,0.11083959756314143,1.0126867859111741
2019-04-17,0.9005255824206211,0.11137260882328043,1.0118981912439016
2019-04-18,0.9028445045130133,0.10951676342386688,1.0123612679368803
2019-04-22,0.904803147331869,0.10880554234135931,1.0136086896732284
2019-04-23,0.9064203956882457,0.1082296209892497,1.0146500166774954
2019-04-24,0.905467537827753,0.1085840782797581,1.014051616107511
2019-04-25,0.9055456427095737,0.10745614039463103,1.0130017831042046
2019-04-26,0.9062461947596024,0.10781943816536083,1.0140656329249633
2019-04-29,0.9035967692332562,0.10911443110512963,1.0127112003383858
2019-04-30,0.9010768595668055,0.11060224013802591,1.0116790997048315
2019-05-01,0.9015987228237256,0.1103872026837048,1.0119859255074304
2019-05-02,0.897953686754956,0.11315067082968483,1.0111043575846408
2019-05-03,0.9019488906532054,0.11104352483683792,1.0129924154900434
2019-05-06,0.9002843094167258,0.11157096494251484,1.0118552743592406
2019-05-07,0.8988936836727351,0.11254652678758006,1.0114402104603153
2019-05-08,0.899320543607601,0.11299008711699887,1.0123106307246
2019-05-09,0.8978077003019216,0.11386984882580425,1.011677549127726
2019-05-10,0.8962001064064888,0.1143002326905301,1.0105003390970189
2019-05-13,0.8913764486989221,0.11623927855591068,1.0076157272548327
2019-05-14,0.8918268403062551,0.11669991523955968,1.0085267555458148
2019-05-15,0.8934220948610415,0.11571173829770416,1.0091338331587456
2019-05-16,0.8931201562564776,0.11690435966406579,1.0100245159205434
2019-05-17,0.8909771738324749,0.11752163278068448,1.0084988066131593
2019-05-20,0.8891773661968101,0.11822467893983378,1.0074020451366439
2019-05-21,0.8910222103220832,0.1170217705670591,1.0080439808891424
2019-05-22,0.8900150861161324,0.11741759191483678,1.0074326780309693
2019-05-23,0.8822271477687943,0.12159592075576815,1.0038230685245624
2019-05-24,0.8826015641308464,0.12168013539262611,1.0042816995234725
2019-05-28,0.88401421910769,0.12129914738093375,1.0053133664886238
2019-05-29,0.8847373060769691,0.12180941719389682,1.006546723270866
2019-05-30,0.8842410575764554,0.12191710562012675,1.0061581631965821
2019-05-31,0.8820889891828565,0.12275496891330495,1.0048439580961614
2019-06-03,0.8796114555370353,0.12198548719951174,1.0015969427365472
2019-06-04,0.8789730115563515,0.12300910621861655,1.0019821177749682
2019-06-05,0.8790208242989227,0.12284894771507754,1.0018697720140002
2019-06-06,0.8786019695256143,0.12360130242609754,1.0022032719517118
2019-06-07,0.8845747952705436,0.11937262562453291,1.0039474208950765
2019-06-10,0.8873383348345992,0.11823582837369889,1.0055741632082982
2019-06-11,0.8871063605164189,0.1184630999308532,1.005569460447272
2019-06-12,0.8844918926261733,0.12002817797282395,1.0045200705989972
2019-06-13,0.8870648656478691,0.11849677368884717,1.0055616393367164
2019-06-14,0.8870797533723197,0.11842294973065061,1.0055027031029704
2019-06-17,0.8902464771615373,0.11674918970206108,1.0069956668635984
2019-06-18,0.8995559014147088,0.1089988631726245,1.0085547645873332
2019-06-19,0.9017627497366159,0.10707003135238377,1.0088327810889997
2019-06-20,0.9002864203681462,0.10795834558118048,1.0082447659493268
2019-06-21,0.9006223433824667,0.10718291352420421,1.0078052569066709
2019-06-24,0.9007020620565814,0.10730388030675417,1.0080059423633356
2019-06-25,0.8965067732016904,0.10776696253491154,1.0042737357366018
2019-06-26,0.9042417255364589,0.10271789018326452,1.0069596157197234
2019-06-27,0.9129852140916309,0.09429754507323838,1.0072827591648692
2019-06-28,0.9107933246039747,0.09537542706935431,1.006168751673329
2019-07-01,0.9121581509604398,0.09483499169945576,1.0069931426598957
2019-07-02,0.9125580654559506,0.09439189369635267,1.0069499591523032
2019-07-03,0.9121726973043061,0.09443245190137572,1.0066051492056818
2019-07-05,0.911637195063343,0.0924213950312899,1.0040585900946328
2019-07-08,0.9174678522811681,0.08634896337415837,1.0038168156553264
2019-07-09,0.9188332060498633,0.08649715817392276,1.005330364223786
2019-07-10,0.9218486968243994,0.08478096164171765,1.006629658466117
2019-07-11,0.9204779938581467,0.0853690963349713,1.005847090193118
2019-07-12,0.9241373942386482,0.0842608666137808,1.008398260852429
2019-07-15,0.9253353917847253,0.08372043798758902,1.0090558297723144
2019-07-16,0.925319727965737,0.08418679424921792,1.0095065222149548
2019-07-17,0.923581848833664,0.08602739767814815,1.009609246511812
2019-07-18,0.9224427731988876,0.08642586717239596,1.0088686403712834
2019-07-19,0.9216730666088695,0.0871600112229123,1.0088330778317818
2019-07-22,0.925465567292621,0.08492945773126215,1.0103950250238831
2019-07-23,0.926213141557051,0.08475361152296768,1.0109667530800186
2019-07-24,0.9252978754743261,0.08526655261961752,1.0105644280939436
2019-07-25,0.9233801671242654,0.0855228916429345,1.0089030587671999
2019-07-26,0.9224717761980368,0.08539280651820955,1.0078645827162462
2019-07-29,0.9193440557993631,0.08635335349658005,1.0056974092959432
2019-07-30,0.9166120453485942,0.08864893684044522,1.0052609821890395
2019-07-31,0.909881743391714,0.09392430654648418,1.0038060499381982
2019-08-01,0.9075186688786196,0.0975713859970607,1.0050900548756803
2019-08-02,0.9006740830541949,0.10257626200021533,1.0032503450544104
2019-08-05,0.890432893591845,0.110064332647269,1.0004972262391139
2019-08-06,0.889596299897759,0.11135000830320477,1.0009463082009638
2019-08-07,0.8911904391130065,0.11077600853750047,1.001966447650507
2019-08-08,0.8913378872510557,0.11166637169907778,1.0030042589501336
2019-08-09,0.8898308560216361,0.11188412119323589,1.0017149772148721
2019-08-12,0.8888461585039993,0.11258383896873617,1.0014299974727354
2019-08-13,0.8922214111984311,0.1105850611001877,1.0028064722986187
2019-08-14,0.8854298583888278,0.11672038798459064,1.0021502463734184
2019-08-15,0.8844956365600279,0.11750245954980662,1.0019980961098345
2019-08-16,0.8849927126094661,0.11769226444875372,1.0026849770582198
2019-08-19,0.8872035342216124,0.11670469117824084,1.0039082253998532
2019-08-20,0.8868269848692024,0.11729046223276146,1.0041174471019638
2019-08-21,0.8874983664892984,0.11703522434537561,1.004533590834674
2019-08-22,0.886547638894778,0.11742565371232233,1.0039732926071003
2019-08-23,0.8817784841816704,0.12097474343953947,1.0027532276212099
2019-08-26,0.8829135532979671,0.1206613457470874,1.0035748990450544
2019-08-27,0.8815921568012506,0.12088551608441514,1.0024776728856657
2019-08-28,0.8816370475143921,0.12109465524023183,1.0027317027546239
2019-08-29,0.8827823450573734,0.12079525689849697,1.0035776019558704
2019-08-30,0.8819284241326357,0.1214523448231988,1.0033807689558345
2019-09-03,0.8812169740568857,0.12163370031914775,1.0028506743760335
2019-09-04,0.8817425783309797,0.12182113716265941,1.0035637154936392
2019-09-05,0.8834598601393832,0.1216347150266898,1.005094575166073
2019-09-06,0.8824844682469547,0.12221008256222883,1.0046945508091836
2019-09-09,0.8822492683139321,0.12266972901146136,1.0049189973253936
2019-09-10,0.8819810050956206,0.12238288068345156,1.0043638857790722
2019-09-11,0.8839888429754439,0.12111374136889887,1.0051025843443429
2019-09-12,0.8835107756769561,0.12163194101688685,1.005142716693843
2019-09-13,0.8814932335192537,0.12229451280366946,1.0037877463229232
2019-09-16,0.8813366519221725,0.12274793836617909,1.0040845902883515
2019-09-17,0.8827296055156233,0.12192389230536373,1.0046534978209871
2019-09-18,0.8815562061704579,0.12301735278773533,1.0045735589581932
2019-09-19,0.8803106850476611,0.12412203612856171,1.0044327211762227
2019-09-20,0.8804385903244383,0.12280884350699427,1.0032474338314326
2019-09-23,0.8800481218658979,0.12308084319766188,1.0031289650635598
2019-09-24,0.8788790981042153,0.12319297248164865,1.002072070585864
2019-09-25,0.8823635410845552,0.1210887748198346,1.0034523159043898
2019-09-26,0.8824262129954628,0.12149314018952531,1.0039193531849882
2019-09-27,0.8812385724327797,0.12171272449684684,1.0029512969296266
2019-09-30,0.8846675506860511,0.11921362614343645,1.0038811768294875
2019-10-01,0.8838375623043889,0.11978618622287762,1.0036237485272665
2019-10-02,0.8824261564020338,0.11999046974825614,1.00241662615029
2019-10-03,0.8850887575815326,0.11883984075782478,1.0039285983393573
2019-10-04,0.8823175186347039,0.1211963326156307,1.0035138512503345
2019-10-07,0.8826363101913528,0.12122428353548029,1.003860593726833
2019-10-08,0.8817074499218944,0.12197150290420442,1.0036789528260988
2019-10-09,0.8847848574889637,0.12048998294918767,1.0052748404381515
2019-10-10,0.8850868452526269,0.12056891392857,1.005655759181197
2019-10-11,0.885037471338862,0.12071127327874909,1.0057487446176112
2019-10-14,0.8851216270850556,0.12078971986423992,1.0059113469492955
2019-10-15,0.8834225928203553,0.1224325713713881,1.0058551641917435
2019-10-16,0.8829338649503564,0.12194513701010234,1.0048790019604588
2019-10-17,0.8824753143758451,0.12220887681895272,1.004684191194798
2019-10-18,0.8821796372881897,0.12464316383002377,1.0068228011182134
2019-10-21,0.8824807283241666,0.125085842429135,1.0075665707533017
2019-10-22,0.8813442555399256,0.1251739819524707,1.0065182374923962
2019-10-23,0.881828466217268,0.12534353718635055,1.0071720034036185
2019-10-24,0.8842372053719404,0.12440046365362215,1.0086376690255625
2019-10-25,0.8845879882600466,0.12480740752205524,1.0093953957821018
2019-10-28,0.8844962121139452,0.12488381415435808,1.0093800262683033
2019-10-29,0.8831540509408405,0.12519767893386324,1.0083517298747038
2019-10-30,0.8815423549001707,0.1256739509565376,1.0072163058567083
2019-10-31,0.8829344914214589,0.12589929525527582,1.0088337866767347
2019-11-01,0.8829531371742926,0.1264811832542232,1.0094343204285159
2019-11-04,0.8859783025320369,0.12439253544300685,1.0103708379750438
2019-11-05,0.8862325444170666,0.1240248115120623,1.0102573559291288
2019-11-06,0.8854319338276754,0.12435958181600215,1.0097915156436774
2019-11-07,0.8847741566749321,0.12495982403227682,1.009733980707209
2019-11-08,0.8817033074477673,0.12572556416763397,1.0074288716154012
2019-11-11,0.8821872615856794,0.12553979639294616,1.0077270579786255
2019-11-12,0.8836151931585592,0.12554171961486932,1.0091569127734286
2019-11-13,0.885123991258628,0.12486487759014356,1.0099888688487715
2019-11-14,0.8847010158700791,0.12546112364000717,1.0101621395100864
2019-11-15,0.8799778790512385,0.12773541799186972,1.0077132970431082
2019-11-18,0.8804991102380437,0.12770187320786258,1.0082009834459063
2019-11-19,0.8791466646512812,0.1284984419815781,1.0076451066328593
2019-11-20,0.8786533653053598,0.12875001978542858,1.0074033850907884
2019-11-21,0.8784077612671851,0.12875839454658128,1.0071661558137663
2019-11-22,0.8773237067244825,0.12906962510396452,1.006393331828447
2019-11-25,0.882115007727762,0.12604786673474944,1.0081628744625113
2019-11-26,0.8811779390232122,0.12635155415997162,1.0075294931831837
2019-11-27,0.881298340293166,0.12678585515227625,1.0080841954454423
2019-11-29,0.8755124530890483,0.13510086251631326,1.0106133156053616
2019-12-02,0.8750964270996568,0.13311968486986533,1.008216111969522
2019-12-03,0.8746564676403784,0.13306892030977577,1.0077253879501542
2019-12-04,0.873475710956259,0.1335547876451323,1.0070304986013912
2019-12-05,0.8711759160988329,0.13688655327555532,1.0080624693743883
2019-12-06,0.8719647167321778,0.13727026791539482,1.0092349846475726
2019-12-09,0.8711958505971054,0.1375637624808334,1.0087596130779388
2019-12-10,0.8712754101593088,0.13786976469195533,1.009145174851264
2019-12-11,0.8720773457092156,0.13744014062155852,1.009517486330774
2019-12-12,0.8701617960951463,0.13917962359052283,1.0093414196856692
2019-12-13,0.8700783015463631,0.13981517032711402,1.009893471873477
2019-12-16,0.8708055760953761,0.13904696495016622,1.0098525410455423
2019-12-17,0.8702323731676197,0.13920749221545126,1.009439865383071
2019-12-18,0.8717416142363106,0.13839928106165067,1.0101408952979614
2019-12-19,0.8722445956538223,0.13798463118684867,1.010229226840671
2019-12-20,0.8721492407129158,0.1381980390464764,1.0103472797593922
2019-12-23,0.8711733095639089,0.13976921091487926,1.010942520478788
2019-12-24,0.8702262391664836,0.14060270217820586,1.0108289413446894
2019-12-26,0.8732286714302929,0.13763274938073575,1.0108614208110287
2019-12-27,0.8729075769371377,0.13777143975441644,1.0106790166915542
2019-12-30,0.871956354990284,0.1382842135326504,1.0102405685229345
2019-12-31,0.8723845175026212,0.13830728544025245,1.0106918029428738
2020-01-02,0.8754457276578322,0.13576409741525444,1.0112098250730868
2020-01-03,0.8754501172844006,0.1359896509287055,1.011439768213106
2020-01-06,0.8774373895928669,0.13392991583405053,1.0113673054269174
2020-01-07,0.8785723477142401,0.13347744936647327,1.0120497970807134
2020-01-08,0.8778717723229589,0.13468737512848072,1.0125591474514395
2020-01-09,0.8794371229189345,0.13366308928388826,1.0131002122028228
2020-01-10,0.8794802152582022,0.1339496395704268,1.013429854828629
2020-01-13,0.88186694211728,0.13260001626176052,1.0144669583790404
2020-01-14,0.8803890598820912,0.1330749374673845,1.0134639973494757
2020-01-15,0.880166342523118,0.13313742074080231,1.0133037632639204
2020-01-16,0.8809832707063314,0.1323693693070973,1.0133526400134287
2020-01-17,0.8802618325351116,0.13285512120797494,1.0131169537430864
2020-01-21,0.8789814356637432,0.13399714421508202,1.0129785798788253
2020-01-22,0.8798756428401545,0.13377935212580666,1.0136549949659612
2020-01-23,0.8811025285205537,0.13295235519883114,1.0140548837193848
2020-01-24,0.879163990634936,0.13386249479265105,1.013026485427587
2020-01-27,0.8774847568321587,0.13343674117982665,1.0109214980119854
2020-01-28,0.8799792887765423,0.1322654690235267,1.012244757800069
2020-01-29,0.8821768040745864,0.13059383250346737,1.0127706365780538
2020-01-30,0.8824791262316259,0.13125548536855003,1.013734611600176
2020-01-31,0.8802990211813091,0.1308726247364148,1.0111716459177238
2020-02-03,0.8804862862939712,0.13106645845015358,1.0115527447441248
2020-02-04,0.8854347202572174,0.12633738892478702,1.0117721091820044
2020-02-05,0.8813583656965983,0.1269227106964009,1.0082810763929992
2020-02-06,0.8844429039879761,0.12475633761799623,1.0091992416059723
2020-02-07,0.8852857661449776,0.12387244010656598,1.0091582062515436
2020-02-10,0.8870108421264268,0.12266910933734758,1.0096799514637744
2020-02-11,0.8873426077471143,0.1220280390172648,1.009370646764379
2020-02-12,0.8867076640047022,0.12217302902889937,1.0088806930336016
2020-02-13,0.8923048972141591,0.1167468462298422,1.0090517434440012
2020-02-14,0.8937982303246457,0.11681884223464015,1.0106170725592858
2020-02-18,0.8963053711047945,0.11480306188253306,1.0111084329873274
2020-02-19,0.8969824457248818,0.11536148797626192,1.0123439337011437
2020-02-20,0.8968857289522352,0.11468882538566313,1.0115745543378982
2020-02-21,0.8977143917051471,0.11240418485722056,1.0101185765623677
2020-02-24,0.8901027604879665,0.11686325405747651,1.006966014545443
